"_id","ReportedYear","Category","Subtype","AssaultSubtype","Sex","AgeGroup","AgeCohort","Count_"
459,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55-64","5"
460,2019,"Crimes Against the Person","Robbery","N/A","U","Youth","12-17","1"
461,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","45-54","37"
462,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","4"
463,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","18-24","564"
464,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55-64","15"
465,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","69"
466,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","25-34","451"
467,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","15"
468,2018,"Crimes Against the Person","Assault","Other","F","Adult","18-24","1480"
469,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35-44","262"
470,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Unknown","Unknown","331"
471,2018,"Crimes Against the Person","Assault","Other","F","Adult","25-34","2164"
472,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45-54","130"
473,2019,"Crimes Against the Person","Assault","Assault Peace Officer","U","Unknown","Unknown","11"
474,2018,"Crimes Against the Person","Assault","Other","F","Adult","35-44","1508"
475,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55-64","58"
476,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","25-34","2"
477,2018,"Crimes Against the Person","Assault","Other","F","Adult","45-54","1038"
478,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","64"
479,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","35-44","1"
480,2018,"Crimes Against the Person","Assault","Other","F","Adult","55-64","491"
481,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","234"
482,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","65+","1"
483,2018,"Crimes Against the Person","Assault","Other","F","Adult","65+","396"
484,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","23"
485,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","10"
486,2018,"Crimes Against the Person","Assault","Other","F","Child","<12","308"
487,2019,"Crimes Against the Person","Sexual Violation","N/A","F","Youth","12-17","538"
488,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","25-34","8"
489,2018,"Crimes Against the Person","Assault","Other","F","Unknown","Unknown","133"
490,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18-24","61"
491,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","35-44","4"
492,2018,"Crimes Against the Person","Assault","Other","F","Youth","12-17","532"
493,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","25-34","63"
494,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","35-44","22"
495,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","45-54","17"
496,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55-64","11"
497,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","65+","6"
498,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Child","<12","114"
499,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Unknown","Unknown","4"
500,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Youth","12-17","90"
501,2019,"Crimes Against the Person","Sexual Violation","N/A","U","Child","<12","1"
502,2019,"Crimes Against the Person","Sexual Violation","N/A","U","Unknown","Unknown","3"
503,2019,"Crimes Against the Person","Sexual Violation","N/A","U","Youth","12-17","2"
504,2020,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Adult","25-34","1"
505,2020,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Unknown","Unknown","2"
506,2020,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","18-24","3"
507,2020,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","25-34","14"
508,2020,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35-44","9"
509,2020,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","45-54","7"
510,2020,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","65+","1"
511,2020,"Crimes Against the Person","Assault","Assault Peace Officer","F","Unknown","Unknown","63"
512,2020,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18-24","11"
513,2020,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25-34","57"
514,2020,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","35-44","26"
515,2020,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","45-54","21"
516,2020,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55-64","12"
517,2020,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","16"
518,2020,"Crimes Against the Person","Assault","Assault Peace Officer","M","Unknown","Unknown","290"
519,2020,"Crimes Against the Person","Assault","Assault Peace Officer","U","Unknown","Unknown","11"
520,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","35-44","1"
521,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","55-64","1"
522,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","12"
523,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","18-24","1"
524,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","25-34","3"
525,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","35-44","9"
526,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45-54","7"
527,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","55-64","2"
528,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","65+","1"
529,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","43"
530,2020,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","U","Unknown","Unknown","2"
531,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45-54","6"
532,2018,"Crimes Against the Person","Assault","Other","M","Adult","18-24","1293"
533,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","55-64","1"
534,2018,"Crimes Against the Person","Assault","Other","M","Adult","25-34","1968"
535,2018,"Crimes Against the Person","Assault","Other","M","Adult","35-44","1481"
536,2018,"Crimes Against the Person","Assault","Other","M","Adult","45-54","1361"
537,2018,"Crimes Against the Person","Assault","Other","M","Adult","55-64","917"
538,2018,"Crimes Against the Person","Assault","Other","M","Adult","65+","438"
539,2018,"Crimes Against the Person","Assault","Other","M","Child","<12","445"
540,2018,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","247"
541,2018,"Crimes Against the Person","Assault","Other","M","Youth","12-17","592"
542,2018,"Crimes Against the Person","Assault","Other","U","Adult","25-34","2"
543,2018,"Crimes Against the Person","Assault","Other","U","Adult","35-44","1"
544,2018,"Crimes Against the Person","Assault","Other","U","Adult","45-54","1"
545,2018,"Crimes Against the Person","Assault","Other","U","Unknown","Unknown","30"
546,2018,"Crimes Against the Person","Other","N/A","F","Adult","18-24","417"
547,2018,"Crimes Against the Person","Other","N/A","F","Adult","25-34","633"
548,2018,"Crimes Against the Person","Other","N/A","F","Adult","35-44","483"
549,2018,"Crimes Against the Person","Other","N/A","F","Adult","45-54","344"
550,2018,"Crimes Against the Person","Other","N/A","F","Adult","55-64","170"
551,2018,"Crimes Against the Person","Other","N/A","F","Adult","65+","106"
552,2018,"Crimes Against the Person","Other","N/A","F","Child","<12","78"
553,2018,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","107"
554,2018,"Crimes Against the Person","Other","N/A","F","Youth","12-17","226"
555,2018,"Crimes Against the Person","Other","N/A","M","Adult","18-24","319"
556,2018,"Crimes Against the Person","Other","N/A","M","Adult","25-34","479"
557,2018,"Crimes Against the Person","Other","N/A","M","Adult","35-44","407"
558,2018,"Crimes Against the Person","Other","N/A","M","Adult","45-54","387"
559,2018,"Crimes Against the Person","Other","N/A","M","Adult","55-64","251"
560,2018,"Crimes Against the Person","Other","N/A","M","Adult","65+","96"
561,2018,"Crimes Against the Person","Other","N/A","M","Child","<12","64"
562,2018,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","144"
563,2018,"Crimes Against the Person","Other","N/A","M","Youth","12-17","166"
564,2018,"Crimes Against the Person","Other","N/A","U","Adult","18-24","1"
565,2018,"Crimes Against the Person","Other","N/A","U","Adult","25-34","2"
566,2018,"Crimes Against the Person","Other","N/A","U","Adult","35-44","2"
567,2018,"Crimes Against the Person","Other","N/A","U","Adult","45-54","1"
568,2018,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","10"
569,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","65+","1"
570,2018,"Crimes Against the Person","Robbery","N/A","F","Adult","18-24","197"
571,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","34"
572,2018,"Crimes Against the Person","Robbery","N/A","F","Adult","25-34","189"
573,2019,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","U","Unknown","Unknown","3"
574,2018,"Crimes Against the Person","Robbery","N/A","F","Adult","35-44","116"
575,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","18-24","13"
576,2018,"Crimes Against the Person","Robbery","N/A","F","Adult","45-54","107"
577,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","25-34","10"
578,2018,"Crimes Against the Person","Robbery","N/A","F","Adult","55-64","85"
579,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","35-44","2"
580,2018,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","58"
581,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45-54","1"
582,2018,"Crimes Against the Person","Robbery","N/A","F","Child","<12","6"
583,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","55-64","2"
584,2018,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","10"
585,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","65+","1"
586,2018,"Crimes Against the Person","Robbery","N/A","F","Youth","12-17","57"
587,2018,"Crimes Against the Person","Robbery","N/A","M","Adult","18-24","715"
588,2018,"Crimes Against the Person","Robbery","N/A","M","Adult","25-34","461"
589,2018,"Crimes Against the Person","Robbery","N/A","M","Adult","35-44","248"
590,2018,"Crimes Against the Person","Robbery","N/A","M","Adult","45-54","248"
591,2018,"Crimes Against the Person","Robbery","N/A","M","Adult","55-64","158"
592,2018,"Crimes Against the Person","Robbery","N/A","M","Adult","65+","89"
593,2018,"Crimes Against the Person","Robbery","N/A","M","Child","<12","7"
594,2018,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","24"
595,2018,"Crimes Against the Person","Robbery","N/A","M","Youth","12-17","536"
596,2018,"Crimes Against the Person","Robbery","N/A","U","Adult","18-24","1"
597,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","18-24","636"
598,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","25-34","506"
599,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35-44","230"
600,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45-54","126"
601,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55-64","75"
602,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","51"
603,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","214"
604,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","37"
605,2018,"Crimes Against the Person","Sexual Violation","N/A","F","Youth","12-17","516"
606,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18-24","53"
607,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","25-34","54"
608,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","35-44","33"
609,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","45-54","17"
610,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55-64","7"
611,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","65+","4"
612,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Child","<12","81"
613,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Unknown","Unknown","10"
614,2018,"Crimes Against the Person","Sexual Violation","N/A","M","Youth","12-17","75"
615,2018,"Crimes Against the Person","Sexual Violation","N/A","U","Adult","25-34","1"
616,2018,"Crimes Against the Person","Sexual Violation","N/A","U","Adult","45-54","1"
617,2018,"Crimes Against the Person","Sexual Violation","N/A","U","Child","<12","1"
618,2018,"Crimes Against the Person","Sexual Violation","N/A","U","Unknown","Unknown","6"
619,2019,"Crimes Against the Person","Assault","Aggravated Peace Officer","F","Unknown","Unknown","1"
620,2019,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Unknown","Unknown","1"
621,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","18-24","1"
622,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","25-34","18"
623,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35-44","11"
624,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","45-54","4"
625,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","55-64","1"
626,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","65+","1"
627,2019,"Crimes Against the Person","Assault","Other","M","Child","<12","504"
628,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","5"
629,2019,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","224"
630,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18-24","81"
631,2019,"Crimes Against the Person","Assault","Other","M","Youth","12-17","712"
632,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25-34","91"
633,2019,"Crimes Against the Person","Assault","Other","U","Adult","18-24","2"
634,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35-44","30"
635,2019,"Crimes Against the Person","Assault","Other","U","Adult","25-34","1"
636,2019,"Crimes Against the Person","Assault","Other","U","Adult","35-44","1"
637,2019,"Crimes Against the Person","Assault","Other","U","Child","<12","2"
638,2019,"Crimes Against the Person","Assault","Other","U","Unknown","Unknown","45"
639,2019,"Crimes Against the Person","Other","N/A","F","Adult","18-24","358"
640,2019,"Crimes Against the Person","Other","N/A","F","Adult","25-34","569"
641,2019,"Crimes Against the Person","Other","N/A","F","Adult","35-44","400"
642,2019,"Crimes Against the Person","Other","N/A","F","Adult","45-54","275"
643,2019,"Crimes Against the Person","Other","N/A","F","Adult","55-64","163"
644,2019,"Crimes Against the Person","Other","N/A","F","Adult","65+","79"
645,2019,"Crimes Against the Person","Other","N/A","F","Child","<12","68"
646,2019,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","73"
647,2019,"Crimes Against the Person","Other","N/A","F","Youth","12-17","215"
648,2019,"Crimes Against the Person","Other","N/A","M","Adult","18-24","300"
649,2019,"Crimes Against the Person","Other","N/A","M","Adult","25-34","381"
650,2019,"Crimes Against the Person","Other","N/A","M","Adult","35-44","311"
651,2019,"Crimes Against the Person","Other","N/A","M","Adult","45-54","279"
652,2019,"Crimes Against the Person","Other","N/A","M","Adult","55-64","197"
653,2019,"Crimes Against the Person","Other","N/A","M","Adult","65+","82"
654,2019,"Crimes Against the Person","Other","N/A","M","Child","<12","64"
655,2019,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","123"
656,2019,"Crimes Against the Person","Other","N/A","M","Youth","12-17","169"
657,2019,"Crimes Against the Person","Other","N/A","U","Adult","25-34","1"
658,2019,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","12"
659,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","18-24","183"
660,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","25-34","154"
661,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","35-44","108"
662,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","45-54","102"
663,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","55-64","89"
664,2019,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","61"
665,2019,"Crimes Against the Person","Robbery","N/A","F","Child","<12","6"
666,2019,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","7"
667,2019,"Crimes Against the Person","Robbery","N/A","F","Youth","12-17","56"
668,2019,"Crimes Against the Person","Robbery","N/A","M","Adult","18-24","692"
669,2019,"Crimes Against the Person","Robbery","N/A","M","Adult","25-34","472"
670,2019,"Crimes Against the Person","Robbery","N/A","M","Adult","35-44","245"
671,2019,"Crimes Against the Person","Robbery","N/A","M","Adult","45-54","198"
672,2019,"Crimes Against the Person","Robbery","N/A","M","Adult","55-64","177"
673,2019,"Crimes Against the Person","Robbery","N/A","M","Adult","65+","85"
674,2019,"Crimes Against the Person","Robbery","N/A","M","Child","<12","12"
675,2019,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","38"
676,2019,"Crimes Against the Person","Robbery","N/A","M","Youth","12-17","555"
677,2019,"Crimes Against the Person","Robbery","N/A","U","Adult","18-24","3"
678,2019,"Crimes Against the Person","Robbery","N/A","U","Adult","25-34","5"
679,2019,"Crimes Against the Person","Robbery","N/A","U","Adult","35-44","1"
680,2019,"Crimes Against the Person","Robbery","N/A","U","Adult","45-54","1"
681,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45-54","30"
682,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55-64","12"
683,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","5"
684,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","62"
685,2019,"Crimes Against the Person","Assault","Assault Resist Arrest","U","Unknown","Unknown","2"
686,2019,"Crimes Against the Person","Assault","Other","F","Adult","18-24","1407"
687,2019,"Crimes Against the Person","Assault","Other","F","Adult","25-34","2300"
688,2019,"Crimes Against the Person","Assault","Other","F","Adult","35-44","1647"
689,2019,"Crimes Against the Person","Assault","Other","F","Adult","45-54","1068"
690,2019,"Crimes Against the Person","Assault","Other","F","Adult","55-64","616"
691,2019,"Crimes Against the Person","Assault","Other","F","Adult","65+","448"
692,2019,"Crimes Against the Person","Assault","Other","F","Child","<12","308"
693,2019,"Crimes Against the Person","Assault","Other","F","Unknown","Unknown","128"
694,2019,"Crimes Against the Person","Assault","Other","F","Youth","12-17","598"
695,2019,"Crimes Against the Person","Assault","Other","M","Adult","18-24","1360"
696,2019,"Crimes Against the Person","Assault","Other","M","Adult","25-34","2111"
697,2019,"Crimes Against the Person","Assault","Other","M","Adult","35-44","1567"
698,2019,"Crimes Against the Person","Assault","Other","M","Adult","45-54","1324"
699,2019,"Crimes Against the Person","Assault","Other","M","Adult","55-64","985"
700,2019,"Crimes Against the Person","Assault","Other","M","Adult","65+","476"
701,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","18-24","2"
702,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","25-34","6"
703,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","35-44","4"
704,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45-54","1"
705,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","55-64","1"
706,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","5"
707,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18-24","36"
708,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25-34","39"
709,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35-44","19"
710,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45-54","14"
711,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55-64","6"
712,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","1"
713,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","40"
714,2020,"Crimes Against the Person","Assault","Assault Resist Arrest","U","Unknown","Unknown","1"
715,2020,"Crimes Against the Person","Assault","Other","F","Adult","18-24","1268"
716,2020,"Crimes Against the Person","Assault","Other","F","Adult","25-34","2231"
717,2020,"Crimes Against the Person","Assault","Other","F","Adult","35-44","1579"
718,2020,"Crimes Against the Person","Assault","Other","F","Adult","45-54","961"
719,2020,"Crimes Against the Person","Assault","Other","F","Adult","55-64","561"
720,2020,"Crimes Against the Person","Assault","Other","F","Adult","65+","403"
721,2020,"Crimes Against the Person","Assault","Other","F","Child","<12","203"
722,2020,"Crimes Against the Person","Assault","Other","F","Unknown","Unknown","73"
723,2020,"Crimes Against the Person","Assault","Other","F","Youth","12-17","346"
724,2020,"Crimes Against the Person","Assault","Other","M","Adult","18-24","1059"
725,2020,"Crimes Against the Person","Assault","Other","M","Adult","25-34","1925"
726,2020,"Crimes Against the Person","Assault","Other","M","Adult","35-44","1361"
727,2020,"Crimes Against the Person","Assault","Other","M","Adult","45-54","1267"
728,2020,"Crimes Against the Person","Assault","Other","M","Adult","55-64","999"
729,2020,"Crimes Against the Person","Assault","Other","M","Adult","65+","506"
730,2020,"Crimes Against the Person","Assault","Other","M","Child","<12","287"
731,2020,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","182"
732,2020,"Crimes Against the Person","Assault","Other","M","Youth","12-17","354"
733,2020,"Crimes Against the Person","Assault","Other","U","Adult","18-24","2"
734,2020,"Crimes Against the Person","Assault","Other","U","Adult","25-34","7"
735,2020,"Crimes Against the Person","Assault","Other","U","Adult","35-44","2"
736,2020,"Crimes Against the Person","Assault","Other","U","Adult","45-54","2"
737,2020,"Crimes Against the Person","Assault","Other","U","Adult","55-64","3"
738,2020,"Crimes Against the Person","Assault","Other","U","Adult","65+","1"
739,2020,"Crimes Against the Person","Assault","Other","U","Unknown","Unknown","55"
740,2020,"Crimes Against the Person","Assault","Other","U","Youth","12-17","1"
741,2020,"Crimes Against the Person","Other","N/A","F","Adult","18-24","314"
742,2020,"Crimes Against the Person","Other","N/A","F","Adult","25-34","482"
743,2020,"Crimes Against the Person","Other","N/A","F","Adult","35-44","341"
744,2020,"Crimes Against the Person","Other","N/A","F","Adult","45-54","247"
745,2020,"Crimes Against the Person","Other","N/A","F","Adult","55-64","127"
746,2020,"Crimes Against the Person","Other","N/A","F","Adult","65+","68"
747,2020,"Crimes Against the Person","Other","N/A","F","Child","<12","51"
748,2020,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","40"
749,2020,"Crimes Against the Person","Other","N/A","F","Youth","12-17","128"
750,2020,"Crimes Against the Person","Other","N/A","M","Adult","18-24","222"
751,2017,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","25-34","416"
752,2017,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35-44","200"
753,2017,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45-54","111"
754,2017,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55-64","55"
755,2017,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","37"
